text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
While each sport has its own rules with regards to religious headwear, Muslim women who compete while wearing a hijab have faced a litany of obstacles.;https://www.huffpost.com/entry/muslim-teen-disqualified-hijab-race_n_5db1b8eae4b0d5b789475647;huffpost;sport;left;Non-biased;Entirely factual;[]
At the World Economic Forum in the Swiss Alps, Trump argued that a regime of tax cuts, regulatory rollbacks and protectionist trade policies have benefited the working class.;https://www.nbcnews.com/business/economy/trump-says-american-worker-top-priority-economists-are-skeptical-n1119386?cid=public-rss_20200121;msnbc;middle-class;left;Non-biased;Entirely factual;[]
The movement known as NeverTrump — self-identified conservatives who vowed never to vote for Donald Trump, even at the price of a Hillary Clinton presidency and liberal dominance of the Supreme Court for generations — did not take long to recover from the shock of Trump’s victory in November.;https://www.breitbart.com/politics/2017/07/25/plan-emerges-nevertrump-primary-trump-2020/;breitbart;trump-presidency;right;Non-biased;Expresses writer’s opinion;['NeverTrump']
The Never Trumper Republicans of The Lincoln Project have mobilized former Defense Secretary Jim Mattis’s scathing broadside against the president in their latest attack on Donald Trump.;https://www.huffpost.com/entry/lincoln-project-jim-mattis-donald-trump-ad_n_5edae5bfc5b62955a856db84;huffpost;trump-presidency;left;Biased;Somewhat factual but also opinionated;['Never', 'Trumper', 'scathing']
The mass protests could put Trumpism to a serious test. The president has urged police to come down hard on protesters, and now there’s an endless highlight reel of cops brutalizing people in the way Black Lives Matter activists have always said they do.;https://www.huffpost.com/entry/trump-black-lives-matter_n_5eda7c30c5b629130d78201b;huffpost;trump-presidency;left;Biased;Somewhat factual but also opinionated;['Trumpism', 'brutalizing']
Democrats have seethed as they helplessly watched the Trump administration undo or block a slew of Obama-era environmental proposals during the past two years.;https://eu.usatoday.com/story/news/politics/2019/01/16/climate-clash-democrats-grill-epa-nominee-andrew-wheeler-wednesday/2539053002/;usa-today;environment;center;Biased;No agreement;['helplessly']
Rep. Ilhan Omar of Minnesota recently sparked a major controversy when she criticized U.S. support for Israel and used some rhetoric that House Speaker Nancy Pelosi was quick to denounce as anti-Semitic.;https://www.alternet.org/2019/03/trump-campaign-advisor-attacks-ilhan-omar-as-filth-over-criticism-of-israel/;alternet;international-politics-and-world-news;left;Non-biased;Entirely factual;[]
While President Donald Trump’s impeachment trial had been wrapping up, he expanded one of his most controversial and inflammatory policies with little fanfare and minimal opposition: the travel ban on people from multiple Muslim-majority countries.;https://www.alternet.org/2020/02/conservative-magazine-denounces-trumps-cruel-expansion-of-his-muslim-ban/;alternet;immigration;left;Biased;Somewhat factual but also opinionated;['inflammatory', 'fanfare']
We’re just a few weeks away from the start of the Olympic torch relay in Greece, which begins with the flame lighting ceremony in Olympia on March 12th – but the outbreak of the novel coronavirus, which continues to spread around the world, has left many wondering whether the 2020 Tokyo Games could be at risk of a postponement or cancellation.;https://ftw.usatoday.com/2020/02/2020-olympics-tokyo-coronavirus?csp=trueanthem&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=facebook;usa-today;sport;center;Non-biased;Entirely factual;[]
Actress-turned-feminist activist Emily Ratajkowski and her husband are living in “prime NYC real estate” completely for free, according to a new report.;https://www.breitbart.com/entertainment/2019/03/04/feminist-activist-emily-ratajkowski-living-rent-free-husbands-new-york-city-apartment/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gender;right;Biased;Somewhat factual but also opinionated;[]
At least Morrissey, who stepped into his son’s life after an unexpected pregnancy, chose life — unlike Northam, who supports late-term abortion and advocates for killing unwanted children after failed abortions.;https://thefederalist.com/2019/06/12/democratic-candidate-sex-minor-plenty-company/#.XQhbRwxVIDU.twitter;federalist;abortion;right;Biased;No agreement;['killing']
Palmer had been using the power of deputization to create a private armed force comprised of his political supporters—and he gave them tremendous powers, including the ability to harass his enemies.;https://www.alternet.org/2020/05/how-a-constitutionalist-oregon-sheriff-rules-his-rural-county-like-a-personal-fiefdom/;alternet;gun-control;left;Biased;No agreement;['tremendous', 'harass']
Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.;https://www.reuters.com/article/us-health-measles-samoa/samoa-fights-measles-door-to-door-in-battle-on-anti-vaccination-messages-idUSKBN1Y9033;reuters;vaccines;center;Non-biased;Entirely factual;[]
"Yes, there may still be time for the union's membership to change its thinking if the players reject the proposal, but at least one marketing expert said a ""no"" vote now could mean short- and long-term disaster.";https://www.nbcnews.com/news/sports/how-likely-nfl-work-stoppage-fears-grow-after-marquee-athletes-n1146001?cid=public-rss_20200301;msnbc;sport;left;Non-biased;No agreement;[]
And so, while demonstrations began to spread and police engaged in ruthless attacks on nonviolent protesters, Americans have been subjected to Trump trying — feebly, but at great cost to both taxpayers and public safety — to assuage his ego by demanding that his real life display of weenie-ness be “fixed” with reshoots and post-production edits.;https://www.alternet.org/2020/06/bunker-boy-trump-thinks-he-can-edit-reality-like-tv-show/;alternet;trump-presidency;left;Biased;Expresses writer’s opinion;['ruthless', 'feebly', 'assuage', 'ego', 'weenie-ness']
The Christian Right, white nationalists and coronavirus truthers are so twisted that they have even turned Dr. Anthony Fauci into one of the objects of their hatred. Fauci, an expert immunologist who is part of Trump’s coronavirus task force, has had to increase his security detail because of death threats from extremists who believe he is exaggerating the threat in order to undermine Trump’s presidency.;https://www.alternet.org/2020/04/how-the-coronavirus-pandemic-shows-that-christian-white-nationalism-is-a-much-greater-threat-to-the-us-than-radical-islam/;alternet;white-nationalism;left;Biased;Expresses writer’s opinion;['coronavirus', 'truthers', 'twisted', 'hatred']
The curfews, which have never before occurred on an Election Day in recent times, were a response to looting that occurred after generally peaceful protests against police violence and racism. However, the curfews also come in a climate where the Republican Party, led by President Trump, has been repeatedly making false claims that voting by mail is rife with fraud;https://www.alternet.org/2020/06/we-just-got-a-sneak-peek-of-what-the-november-election-could-look-like/;alternet;elections-2020;left;Biased;Entirely factual;['false', 'claims']
Surprising because in its early trailer, FX’s Anti-Phyllis Schlafly Series Mrs. America sold itself as a celebration of second-wave feminism as it waged righteous war against the dark forces of the “patriarchy.”;https://www.breitbart.com/entertainment/2020/04/16/hulu-phyllis-schlafly-series-mrs-america-paints-feminists-as-shallow-backstabbers/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gender;right;Biased;Expresses writer’s opinion;['dark', 'forces']
Critics of the Trump administration’s immigration policies have said such policies violate migrants’ rights and further endanger them by making them wait in dangerous border towns or in one of the most violent countries in the world lacking robust asylum systems.;https://www.nbcnews.com/news/us-news/cbp-says-u-s-mexico-border-apprehensions-continue-decline-n1113011?cid=public-rss_20200109;msnbc;immigration;left;Non-biased;Entirely factual;[]
This dark new event revealed that America’s white nationalism problem goes far beyond Trump;https://www.alternet.org/2019/07/this-dark-new-event-revealed-that-americas-white-nationalism-problem-goes-far-beyond-trump/;alternet;white-nationalism;left;Biased;Expresses writer’s opinion;['dark']
There was a point a few years ago at which some GOP officials, fearing a backlash in response to the “war on women,” pretended to be pro-choice and used highly deceptive rhetoric about contraception as a way to improve their electoral prospects.;;msnbc;abortion;left;Biased;Somewhat factual but also opinionated;['highly', 'deceptive']
In an era in which domestic terrorism is an increasingly deadly societal scourge, it’s dangerous when a sitting American president lies to rabid followers with tales of infants being executed in medical facilities.;http://www.msnbc.com/rachel-maddow-show/trumps-lies-about-abortion-take-alarming-and-incendiary-turn;msnbc;abortion;left;Biased;Expresses writer’s opinion;['deadly', 'scourge', 'rabid']
After tremendous pressure on the Department of Homeland Security, Miller is advancing his agenda of not just blocking migrants from entering the country illegally, but making life in the U.S. so unbearable for legal immigrants that they leave the country.;https://www.alternet.org/2019/08/top-trump-white-nationalist-stephen-miller-just-won-a-major-battle-against-legal-immigrants/;alternet;immigration;left;Biased;Somewhat factual but also opinionated;['tremendous', 'unbearable']
In the video, while answering a question of whether conservatives have legitimate fears of Islamic terrorism and therefore justification for measures to stop it, she appears to say that white men are in fact a greater threat.;https://thefederalist.com/2019/07/29/omars-comments-on-white-men-arent-racist-but-they-are-dangerous/;federalist;white-nationalism;right;Biased;Somewhat factual but also opinionated;[]
Their work came on the heels of an IPCC report that warned of dire environmental, economic and health consequences in the absence of any serious momentum toward decarbonization by 2030.;https://www.alternet.org/2020/01/how-to-overcome-the-obstacles-to-implementing-actual-climate-change-solutions/;alternet;environment;left;No agreement;Entirely factual;[]
An analysis by Fox News shows at least eight potential Democratic candidates have voiced support for or touted aspects of the proposal, which amounts to a drastic overhaul of the U.S. economy and government benefit system.;https://www.foxnews.com/politics/growing-number-of-potential-2020-democratic-presidential-candidates-backing-green-new-deal;fox-news;middle-class;right;Biased;Somewhat factual but also opinionated;['touted']
It’s also why attempts to portray pro-lifers as racists smack of disingenuousness.;https://thefederalist.com/2019/09/27/stop-blaming-pro-lifers-for-the-lefts-racism/?utm_source=The+Federalist+List&utm_campaign=22f3c24165-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-22f3c24165-83771301;federalist;abortion;right;Biased;Expresses writer’s opinion;['smack']
Before they decide whether to let this stand, congressional Republicans should probably have an uncomfortable conversation.;http://www.msnbc.com/rachel-maddow-show/emergency-declaration-pelosi-reminds-gop-it-wont-always-be-power;msnbc;gun-control;left;No agreement;Expresses writer’s opinion;[]
On Wednesday, democrats got a chance to grill President Donald Trump's point person on deregulation as Andrew Wheeler came to Capitol Hill for his confirmation hearing to be the next permanent administrator of the Environmental Protection Agency.;https://eu.usatoday.com/story/news/politics/2019/01/16/climate-clash-democrats-grill-epa-nominee-andrew-wheeler-wednesday/2539053002/;usa-today;environment;center;Biased;Entirely factual;['to', 'grill']
House and Senate Democrats are responding to the coronavirus outbreak in the United States by supporting measures to effectively strip President Trump of his authority to impose travel bans to protect American citizens.;https://www.breitbart.com/politics/2020/03/11/democrat-response-to-coronavirus-end-trumps-travel-bans-on-china-iran/;breitbart;coronavirus;right;Biased;Somewhat factual but also opinionated;['strip']
The Trump administration has made it clear that abortion is neither health care nor family planning.;https://www.breitbart.com/politics/2020/01/03/democrat-gov-phil-murphy-spends-9-5-million-in-nj-taxpayers-funds-on-planned-parenthood/;breitbart;abortion;right;Non-biased;Entirely factual;[]
Since 2016, Democrats have thrown sand, wrenches, and donkey poo into every gear of government to overturn the results of a free and fair election played by rules.;https://thefederalist.com/2019/12/11/impeachment-is-just-another-word-for-delusional-democrats-holding-the-nation-hostage/;federalist;vaccines;right;Biased;Expresses writer’s opinion;['sand', 'wrenches', 'donkey', 'poo']
The taxpayer-funded BBC has announced that 16-year-old eco-warrior Greta Thunberg will be guest-editing the broadcaster’s flagship current affairs radio programme, the Today show.;https://www.breitbart.com/europe/2019/11/23/climate-wunderkind-greta-thunberg-guest-edit-bbc-radio-show/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;environment;right;Biased;Somewhat factual but also opinionated;['eco-warrior']
However, the GOP tax cuts benefited small business and the middle class — not just the wealthy, as several Democrat candidates have suggested.;https://www.breitbart.com/politics/2020/02/20/amy-klobuchar-implies-trump-tax-cuts-didnt-really-help-middle-class/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;middle-class;right;Non-biased;Entirely factual;[]
The Democrats’ bill is a massive giveaway to Silicon Valley, to tech donors, and to many Fortune 500 companies in the banking and insurance industries who have replaced their American graduates with blocs of imported Indian and Chinese workers.;https://www.breitbart.com/politics/2020/03/24/democrats-coronavirus-bill-expands-work-visas-for-foreign-college-graduates/;breitbart;coronavirus;right;Biased;Somewhat factual but also opinionated;['massive']
As we got into the cab, our tow truck driver, a middle-aged man from Brooklyn, wasted only a few minutes before bringing up Trump with missionary zeal. He told us that he hated politics and hated politicians, but loved Donald Trump. Why? Because Trump is the only one speaking up for people like him.;https://thefederalist.com/2020/06/05/end-trump-presidency-not-a-chance/;federalist;trump-presidency;right;Biased;No agreement;['missionary', 'zeal']
Today, the same propaganda is created quickly in the form of digital memes and other media that can be shared widely across the internet, she said.;https://www.nbcnews.com/feature/nbc-out/why-are-so-many-white-nationalists-virulently-anti-lgbt-n794466;msnbc;white-nationalism;left;Non-biased;Entirely factual;['propaganda']
Utah barred abortion after 18 weeks last year, becoming one of several states to adopt strict bans. ;https://www.nbcnews.com/politics/politics-news/utah-passes-new-abortion-rules-could-mean-felony-charges-doctors-n1157881?cid=public-rss_20200313;msnbc;abortion;left;Non-biased;Entirely factual;[]
Trump is nothing if not a public relations savant. Once the dust settles, if he cannot take credit for restoring order, he’ll do his best to deflect and lay the blame at someone else’s feet. He’ll remind his followers what the other side thinks of them, how they desecrated our American values, and what will happen to them if Joe Biden becomes the apologizer-in-chief.;https://thefederalist.com/2020/06/05/end-trump-presidency-not-a-chance/;federalist;trump-presidency;right;Biased;Expresses writer’s opinion;['savant', 'desecrated', 'apologizer-in-chief']
While many women, and the men who love them, are well aware that, spurred on by the Vatican, United States Conference of Catholic Bishops (USCCB) and the so-called personhood movement, Republicans are working feverishly to eradicate women’s reproductive rights.;https://www.alternet.org/2019/01/judge-blocks-trumps-evangelical-assault-on-women-in-13-states/;alternet;gender;left;Biased;Expresses writer’s opinion;['spurred', 'on', 'feverishly', 'eradicate']
Republicans should stop fighting amnesty, President Obama said on Thursday, because one day a Hispanic will become president.;https://www.breitbart.com/politics/2015/02/26/obama-to-amnesty-beneficiaries-theres-going-to-be-a-president-rodriguez-someday/;breitbart;student-debt;right;Non-biased;Entirely factual;[]
The anti-vaccine crowd frequently falls back on the claim that vaccines cause autism, despite more than two dozen studies clearly showing that vaccination does not increase the incidence of autism. Nor did it make a whit of biological sense that vaccines would.;https://www.alternet.org/2018/07/celebrity-pseudoscience-here-are-nine-household-names-whove-pushed-bad-science-public/;alternet;vaccines;left;Biased;No agreement;[]
In 2018, Trump spoke wistfully about Chinese President Xi Jinping’s ability to change the constitution and scrap limits on the number of terms he could serve. And today he is trying to get Russia reinstated into the Group of 7, the organization of large democratic economies, even as Putin seeks to extend his presidential term until 2036 and still retains control of a portion of Ukraine, the reason Russia was expelled from what had been the G8 in the first place.;https://www.huffpost.com/entry/trump-fascist-reelection-authoritarianism_n_5ed816e5c5b6c0b2f10e5775;huffpost;trump-presidency;left;Biased;Somewhat factual but also opinionated;['wistfully']
The vaccine was consequently linked to the death of numerous children, leading to a criminal investigation, two congressional inquiries, and a sharp decline in the number of parents getting their children vaccinated. ;https://www.breitbart.com/national-security/2019/09/20/anti-vaccine-campaigners-trigger-return-of-polio-to-philippines/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;vaccines;right;Non-biased;Entirely factual;[]
Just because our attention is on the coronavirus, that doesn't mean the elephant in the room — climate change — is going anywhere.;https://eu.usatoday.com/story/news/nation/2020/03/20/climate-point-climate-change-yet-cancelled-due-coronavirus/5068205002/;usa-today;environment;center;No agreement;No agreement;['elephant', 'in', 'the', 'room']
White House Press Secretary Kayleigh McEnany voiced tepid support for Defense Secretary Mark Esper, after he stated Wednesday that he did not support invoking the Insurrection Act, which would allow active-duty troops to act in domestic law enforcement roles.;https://www.breitbart.com/politics/2020/06/03/white-house-press-secretary-as-of-right-now-secretary-esper-is-still-secretary-esper/;breitbart;elections-2020;right;Biased;Somewhat factual but also opinionated;['tepid']
Minhaj, who used to appear on “The Daily Show” before getting his own Netflix series, “Patriot Act,” last year, aired an episode in February in which he broke down the often confusing but debilitating problem of crushing student loan debt in the United States.;https://www.huffpost.com/entry/hasan-minhaj-congress-student-loan-debt_n_5d78202fe4b0432f8173f742;huffpost;student-debt;left;Biased;Somewhat factual but also opinionated;['confusing', 'debilitating', 'crushing']
Meanwhile, lawmakers in several states ― including Louisiana ― are actively attempting to block abortions at six weeks of pregnancy, making the added wait time that comes with an admitting privileges law even more damaging to reproductive rights.;https://www.huffpost.com/entry/steve-king-rape-incest-abortion_n_5d543fe8e4b0c63bcbf1840d;huffpost;abortion;left;Non-biased;Somewhat factual but also opinionated;[]
Moreover, NeverTrump would not only have to separate Trump from his political base, but also to win the support of that base for its own candidate. That will be particularly difficult, as NeverTrump has made no secret of its general disdain for Trump supporters.;https://www.breitbart.com/politics/2017/07/25/plan-emerges-nevertrump-primary-trump-2020/;breitbart;trump-presidency;right;Biased;Expresses writer’s opinion;['NeverTrump', 'disdain']
Several medical and advocacy groups have insisted abortion services should be considered as essential health care during the Chinese coronavirus pandemic and not subject to delays or a reduction of availability that will affect other health services.;https://www.breitbart.com/health/2020/03/20/lobby-insists-abortions-must-continue-unabated-during-coronavirus-crisis/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;abortion;right;Biased;Somewhat factual but also opinionated;['Chinese', 'coronavirus']
Coronavirus vaccine and quarantine protesters in America form an unholy COVID-19 alliance. These groups have converged to spread the same dangerous and self-defeating message.;https://www.nbcnews.com/think/opinion/coronavirus-vaccine-quarantine-protesters-america-form-unholy-covid-19-alliance-ncna1207796;msnbc;vaccines;left;Biased;Expresses writer’s opinion;['unholy', 'dangerous', 'self-defeating']
While Brazil has taken the lead in a direct attack on the Amazon, with Bolsonaro adding a racial element to his attack on indigenous people, the pressure to open the Amazonian forests to agriculture, logging and mining is not just limited to Brazil. ;https://www.alternet.org/2019/09/white-nationalism-and-crony-capitalism-are-the-sparks-that-started-fires-in-the-amazon/;alternet;white-nationalism;left;Non-biased;Entirely factual;[]
Trump — who has been criticized for painting an overly rosy picture of the outbreak, often contradicting his own health officials ...;https://www.nbcnews.com/politics/donald-trump/trump-calls-coronavirus-democrats-new-hoax-n1145721;msnbc;coronavirus;left;Biased;Somewhat factual but also opinionated;['rosy', 'picture']
CBS Late Show host Stephen Colbert claimed on Tuesday that President Donald Trump’s describing himself as a “nationalist” serves as an indication of his hidden sympathy for white nationalist movements such as Ku Klux Klan.;https://www.breitbart.com/entertainment/2018/10/24/stephen-colbert-compares-nationalist-trump-to-ku-klux-klan/;breitbart;white-nationalism;right;Biased;Somewhat factual but also opinionated;['claimed']
The Lilly Ledbetter Fair Pay Act of 2009 was the latest legislative effort to close the persistently stubborn gap between how much women and men earn.;https://www.alternet.org/2019/01/heres-why-women-still-earn-a-lot-less-than-men/;alternet;gender;left;Biased;Somewhat factual but also opinionated;['stubborn']
Sen. Steve Daines, a Republican from Montana, announced during the March for Life rally Friday that he has launched the first pro-life caucus in the U.S. Senate.;https://www.breitbart.com/politics/2019/01/18/montana-sen-steve-daines-launches-pro-life-caucus-senate/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;abortion;right;Non-biased;Entirely factual;[]
Retailers are ramping up hiring for positions ranging from the warehouse to the checkout counter, as delivery and service workers increasingly become indispensable to Americans largely confined to their homes because of concerns about the coronavirus.;https://amp.usatoday.com/amp/5059066002;usa-today;coronavirus;center;Non-biased;Entirely factual;[]
The Obama-era memoranda directed the FSA to shift its focus from collecting student debt to assisting student borrowers in debt management, even to the extent of allowing them to default on their loans. ;https://www.breitbart.com/politics/2017/04/12/ed-secretary-betsy-devos-rolls-back-obama-protections-for-student-loan-defaulters/;breitbart;student-debt;right;Non-biased;Entirely factual;['to']
Warren’s speech included leftist talking points — from corporations’ alleged mistreatment of American workers and unions to the dangers of “cutthroat capitalism” and the pitfalls of free trade.;https://www.breitbart.com/politics/2018/12/01/elizabeth-warren-2020-trump-cozies-white-nationalists-inspires-domestic-right-wing-terrorism/;breitbart;white-nationalism;right;Biased;Somewhat factual but also opinionated;['leftist']
The bureaucrats and local would-be dictators concocting their various plans to protect us all from each other have to be relieved of their power or the police state will be permanent. So how did we get here, and how do we reclaim our liberty and the right to take risks to survive?;https://thefederalist.com/2020/05/18/how-you-can-help-roll-back-the-coronavirus-police-state/;federalist;coronavirus;right;Biased;Expresses writer’s opinion;['would-be', 'dictators']
Considering the negative, often false propaganda uttered by politicians hostile to Social Security and the financial services industry, and misleading media coverage, that is not surprising, that many young people have been conditioned to think they should not count on Social Security to be there when their time to retire rolls around.;https://www.reuters.com/article/us-column-miller-socialsecurity/why-pessimism-on-social-security-could-come-back-to-bite-millennials-idUSKCN1ST12R;reuters;middle-class;center;Biased;Expresses writer’s opinion;[]
"Michelle Williams won a Golden Globe for her role in ""Fosse/Verdon"" on Sunday night, but perhaps her biggest moment came during her acceptance speech when she defended abortion rights and encouraged women to vote ""in your own self-interest.""";https://www.nbcnews.com/news/us-news/michelle-williams-champions-woman-s-right-choose-globes-acceptance-speech-n1110986?cid=public-rss_20200106;msnbc;abortion;left;Non-biased;Entirely factual;[]
As banks leave low-income communities and jack up the cost of basic financial services such as checking accounts, many Americans instead have to rely on expensive and often predatory “fringe banking” institutions, such as check-cashing businesses, payday lenders and pawnshops.;https://www.huffpost.com/entry/bank-fees-high-cost-low-income_l_5c5ccfd9e4b03afe8d65f468;huffpost;student-debt;left;Biased;Somewhat factual but also opinionated;['predatory']
President Donald Trump ridiculed former Secretary of State Colin Powell on Sunday for endorsing former Vice President Joe Biden for president.;https://www.breitbart.com/politics/2020/06/07/donald-trump-mocks-stiff-colin-powell-for-endorsing-joe-biden/;breitbart;elections-2020;right;Biased;Somewhat factual but also opinionated;['ridiculed']
In today’s America, someone with this much money can buy so much advertising and self-promotion that he automatically becomes a Serious Presidential Candidate just by virtue of wanting the job and having the capacity to self-finance a campaign.;https://www.alternet.org/2019/02/billionaire-howard-schultz-is-no-patriot-robert-reich/;alternet;middle-class;left;Non-biased;Expresses writer’s opinion;[]
An hourlong oral argument Wednesday inside the Supreme Court could go a long way toward reversing abortion rights in the USA. ;https://eu.usatoday.com/story/news/politics/2020/03/02/abortion-supreme-court-may-reverse-abortion-rights-louisiana-case/4891643002/;usa-today;abortion;center;Non-biased;No agreement;[]
Outraged Democrats vowed to appeal a federal judge’s ruling that could undo the US health care law known as Obamacare, saying on Saturday that they will use their new power in Congress to hold Republicans responsible and “expose their lies.”;https://www.breitbart.com/news/outraged-democrats-vow-to-challenge-court-ruling-undercutting-obamacare/;breitbart;coronavirus;right;Biased;Somewhat factual but also opinionated;['Outraged', 'lies']
Polling throughout the Democratic primary showed Sanders triumphing with young voters by massive margins, and early polling in the general election has shown Biden running weaker with younger voters than past Democratic nominees.;https://www.huffpost.com/entry/joe-biden-left-bernie-sanders-medicare-college-debt_n_5e8f8dcfc5b6d641a6bc05d9;huffpost;student-debt;left;Non-biased;Entirely factual;[]
Every corporate mainstream media organization has repeatedly claimed, without evidence, that tariffs were hurting U.S. consumers.;https://www.breitbart.com/economy/2020/01/17/washington-post-tariffs-did-not-raise-prices/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;international-politics-and-world-news;right;Biased;Somewhat factual but also opinionated;['claimed']
Trump, who ran on a promise to build a southern border wall, used the outbreak as another opportunity to attack Democrats' position on immigration and border security.;https://www.nbcnews.com/politics/donald-trump/trump-calls-coronavirus-democrats-new-hoax-n1145721;msnbc;coronavirus;left;Non-biased;Entirely factual;[]
Despite Portman’s insistence that she has tried to advance female directors, only one of her feature films was directed by a female.;https://www.breitbart.com/entertainment/2020/02/13/natalie-portman-admits-shes-only-made-a-few-films-with-women-after-calling-out-hollywood-sexism/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gender;right;Non-biased;Entirely factual;[]
He is enjoying the benefits of those guns while working hard to be sure average Americans cannot own them.;https://www.breitbart.com/politics/2020/05/04/biden-enjoys-armed-protection-while-fighting-to-disarm-americans/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gun-control;right;Non-biased;Expresses writer’s opinion;[]
Rep. Alexandria Ocasio-Cortez (D-NY) slammed billionaire Jeff Bezos, the richest man in the world and owner of the Washington Post, for paying his employees what she called “starvation wages.”;https://www.breitbart.com/politics/2019/06/17/aoc-richest-man-in-the-world-bezos-pays-his-employees-starvation-wages/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;middle-class;right;Biased;Entirely factual;['slammed', 'starvation', 'wages']
Using the International Holocaust Remembrance Alliance's definition of anti-Semitism, Canada’s vote for creation of a Palestinian state does not delegitimize Israel, any more than Canadian criticism of any other state delegitimizes it.;https://www.alternet.org/2019/12/what-constitutes-fair-and-unfair-criticism-of-israel/;alternet;international-politics-and-world-news;left;Non-biased;Expresses writer’s opinion;[]
The Trump administration shelved a document created by the nation's top disease investigators with step-by-step advice to local authorities on how and when to reopen restaurants and other public places during the still-raging coronavirus outbreak;https://www.usatoday.com/videos/news/nation/2020/05/07/trump-admin-buries-cdc-reopening-guidelines/650179000/?utm_source=feedblitz&utm_medium=FeedBlitzRss&utm_campaign=usatodaycomnation-topstories;usa-today;trump-presidency;center;Non-biased;Entirely factual;['still-raging']
Trump used to say that Mexico will pay for the wall, but since that is impossible, he has endorsed the bizarre claim that the wall will pay for itself.;https://www.alternet.org/2019/01/here-are-5-of-trumps-lies-from-his-oval-office-speech-about-his-ridiculous-border-wall-demands/;alternet;immigration;left;Biased;Somewhat factual but also opinionated;['bizarre', 'claim']
As the COVID-19 virus spreads in the USA and around the world, officials at the U.S. Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion.;https://eu.usatoday.com/story/news/nation/2020/03/05/coronavirus-nurses-airport-employees-cant-work-home-worry-spread/4946660002/;usa-today;coronavirus;center;Non-biased;Entirely factual;[]
Democrat presidential candidate Joe Biden urged members of the U.S. Women’s National Soccer team to keep fighting for equal pay, after a judge threw out their lawsuit claiming discrimination.;http://feedproxy.google.com/~r/breitbart/~3/3i1LrhlZg3A/;breitbart;gender;right;Non-biased;Entirely factual;['claiming']
Australian sports stars, sparked in part by a call to action from tennis player Nick Kyrgios, have rallied to raise funds in support of relief and recovery efforts for victims of the country’s bushfire catastrophe.;https://www.reuters.com/article/us-australia-bushfires-sport/australian-sport-rallies-behind-bushfire-relief-idUSKBN1Z20T5;reuters;sport;center;Non-biased;Entirely factual;[]
Trump has repeatedly boasted about and taken credit for the stock market’s performance during his three years in office, including as recently as last Saturday after a strong rebound the day before. Trump has also warned that Wall Street would fall if a Democratic candidate wins the November presidential election.;https://www.reuters.com/article/usa-stocks-trump/refile-last-of-dows-gains-during-trump-presidency-disappear-idUSL1N2BB22Q;reuters;trump-presidency;center;Biased;Somewhat factual but also opinionated;['boasted']
Donald Trump used his mighty Twitter platform to drum up business for his golf course in Los Angeles on Sunday. U.S. deaths from COVID-19 neared 80,000, but the president didn’t tweet about that. ;https://www.huffpost.com/entry/trump-golf-course-coronavirus_n_5eb8c594c5b6399f48040c77;huffpost;trump-presidency;left;Biased;Somewhat factual but also opinionated;['drum', 'up']
On January 20, 2020, thousands upon thousands of Virginians descended upon Richmond to oppose Northam’s gun control push.;https://www.breitbart.com/politics/2020/01/30/virginia-democrats-pass-seven-ralph-northam-supported-gun-controls/;breitbart;gun-control;right;No agreement;No agreement;['thousands']
While, in the wake of the El Paso murders, the media and most of our politicians are acting shocked—“shocked, I tell you!”—that there are armed racists in America who are trying to terrify people of color, the reality is that it’s pretty much always been that way here in the United States.;https://www.alternet.org/2019/08/the-latest-massacre-shows-the-dark-purpose-behind-second-amendment-is-still-being-fulfilled/;alternet;gun-control;left;Biased;Expresses writer’s opinion;['shocked']
