text;news_link;topic;outlet;label_bias;label_opinion;biased_words
Christian white people in our country is boring and spawns a dismal echo chamber of future habsburgs.;http://ucsdguardian.org/2017/02/28/stig-terrebonne-letter-to-the-editor/;white-nationalism;UCSD Guardian;;;
Today, half of the newborns in America are non-white.;http://ucsdguardian.org/2017/02/28/empowerment-not-entitlement-my-generation-y/;white-nationalism;UCSD Guardian;;;
The Internet is an arguably beautiful place that contains sites solely dedicated to background noise simply enough, white noise.;http://ucsdguardian.org/2017/03/13/sensing-finals/;white-nationalism;UCSD Guardian;;;
They shouldn’t always be the ones to adapt to a predominantly white institution.;http://ucsdguardian.org/2017/04/05/saying-goodbye-to-oasis-director-patrick-velasquez/;white-nationalism;UCSD Guardian;;;
We learn that Korematsu was dating a white woman at the time of his arrest.;http://ucsdguardian.org/2017/04/23/san-diego-asian-film-festival-2017/;white-nationalism;UCSD Guardian;;;
Not surprisingly the majority of mass shooters are white males.;http://ucsdguardian.org/2017/05/01/seven-wounded-one-killed-in-mass-shooting-at-la-jolla-crossroads/;white-nationalism;UCSD Guardian;;;
In the same vague sense that I think universities are supposed to make students hip.;http://ucsdguardian.org/2017/05/09/the-mystery-of-disneys-popularity-as-ucsd/;white-nationalism;UCSD Guardian;;;
"""As faculty, we reject the erasure of race and racism in the La Jolla shootings.""";http://ucsdguardian.org/2017/05/25/faculty-response-to-crossroads-shooting/;white-nationalism;UCSD Guardian;;;
In conjugation with the hippie movement, the ‘60s were a time for women to break free, challenge social norms.;http://ucsdguardian.org/2017/06/05/50-years-of-fashion/;white-nationalism;UCSD Guardian;;;
Lifestyle writers reminisce about the academic, social, and cultural experiences that aided them in shaping their identities.;http://ucsdguardian.org/2017/10/06/back-to-the-beginning/;white-nationalism;UCSD Guardian;;;
 she said that the issue is not as black and white as I made it seem. ;http://ucsdguardian.org/2017/10/20/tales-of-a-philippine-life-a-cultural-battle/;white-nationalism;UCSD Guardian;;;
;;;;;;
;;;;;;
It can be hard to feel present and authentic without being the Debbie Downer of your friend’s white elephant party.;http://ucsdguardian.org/2017/11/30/self-care-during-the-holiday-season/;white-nationalism;UCSD Guardian;;;
executive David DeJesus, who is black and who claimed that discrimination was the reason he was terminated by his white boss .;http://nypost.com/2017/08/22/wapo-quietly-settles-age-race-discrimination-lawsuit/;white-nationalism;New York Post;;;
Hispanic borrowers more for home loans than white borrowers with the same credit profile.;http://nypost.com/2017/01/18/jpmorgan-accused-of-racial-discrimination-on-home-loans/;white-nationalism;New York Post;;;
;;;;;;
Channel 7 boss Camille Edwards is being accused of gender and racial discrimination.;http://pagesix.com/2017/10/24/wabc-boss-accused-of-discrimination/;white-nationalism;New York Post;;;
white Americans believe that discrimination exists and that they are among the targets.;http://nypost.com/2017/10/24/white-people-face-discrimination-say-white-people/;white-nationalism;New York Post;;;
Behnke wanted a “hostile-free work environment,” as well as the main sports anchor position.;https://pagesix.com/2017/12/13/wabc-sports-reporter-leaves-after-accusing-boss-of-discrimination/;white-nationalism;New York Post;;;
;;;;;;
President Donald Trump's administration has begun setting its own policies on LGBT rights.;http://feeds.foxnews.com/~r/foxnews/politics/~3/A2UFrRGa0_s/civil-rights-law-prohibits-discrimination-lgbt-court-says.html;white-nationalism;Fox News;;;
;;;;;;
;;;;;;
 President Donald Trump's failure to confront the white supremacy on display at a violent rally in the Virginia city;http://feeds.foxnews.com/~r/foxnews/national/~3/r5IUg9OEyd4/coalition-plans-10-day-march-against-white-supremacy.html;white-nationalism;Fox News;;;
"""It's shameful to base your identity on hatred,"" organizer Sam Zakon";http://feeds.foxnews.com/~r/foxnews/national/~3/iXA56LwrGbM/antifa-protesters-arrested-at-chicago-rally-against-white-supremacy.html;white-nationalism;Fox News;;;
Mark Ruffalo called for President Trump to be removed from office during a march against white supremacy.;http://feeds.foxnews.com/~r/foxnews/entertainment/~3/p-j81u0askM/mark-ruffalo-calls-for-donald-trump-to-be-removed-from-office-as-marches-against-white-supremacy.html;white-nationalism;Fox News;;;
“reproducing white children” are “part of the problem” as they facilitate white supremacy in the country.;http://feeds.foxnews.com/~r/foxnews/national/~3/hRWNRDzOWc4/having-white-nuclear-family-promotes-white-supremacy-says-new-york-professor-report-says.html;white-nationalism;Fox News;;;
People of every race, religion and ethnicity can be fully and equally American. ;http://feeds.foxnews.com/~r/foxnews/politics/~3/MIzwkoy5E6Q/george-w-bush-says-bigotry-or-white-supremacy-in-any-form-is-blasphemy.html;white-nationalism;Fox News;;;
"Michigan civil rights officials say ""systemic racism"" going back decades is at the core of problems ";http://feeds.foxnews.com/~r/foxnews/national/~3/8TkGXlhEsoo/commission-systemic-racism-at-root-flint-water-crisis.html;white-nationalism;Fox News;;;
"African-American filmmaker weathered a backlash for assembling an all-white starring cast for the TLC drama series ""Too Close to Home.""";http://www.foxnews.com/entertainment/2017/01/03/tyler-perry-calls-backlash-over-all-white-cast-on-his-new-tlc-show-is-reverse-racism.html;white-nationalism;Fox News;;;
"""Having a white workforce really doesn't match our student body anymore,"" Soodak said.";http://feeds.foxnews.com/~r/foxnews/national/~3/AHDVyTbRFr4/ny-dropping-teacher-literacy-test-amid-claims-racism.html;white-nationalism;Fox News;;;
St. Olaf has about 3,000 students, and its student body is 74 percent white, 6 percent Asian, 6 percent Hispanic and 2 percent black.;http://feeds.foxnews.com/~r/foxnews/national/~3/9IT3q_osAjU/students-protest-racism-at-liberal-arts-college-in-minnesota.html;white-nationalism;Fox News;;;
The panel also took a swipe at U.S. figures who, while criticizing white nationalists and neo-Nazis, defended the American tradition of free speech.;http://feeds.foxnews.com/~r/foxnews/world/~3/v0FsoKdiAbQ/un-panel-critical-us-government-for-proliferation-racism-draws-fire.html;white-nationalism;Fox News;;;
 They’re stuck in Trump Derangement Syndrome.”;http://feeds.foxnews.com/~r/foxnews/politics/~3/jkyojUq68yU/herman-cain-trumps-critics-cant-make-racism-claim-stick.html;white-nationalism;Fox News;;;
;;;;;;
;;;;;;
"""at the sides of those who fight racism and xenophobia. Our joint combat, yesterday as today.""";http://feeds.foxnews.com/~r/foxnews/world/~3/frsHJ_TGjPQ/french-president-macron-backs-anti-racism-movement-in-us.html;white-nationalism;Fox News;;;
"President Donald Trump is a ""white supremacist"" who is ""unfit and unqualified"" to be commander-in-chief.";http://insider.foxnews.com/2017/09/14/sheriff-david-clarke-espn-host-jemele-hill-trump-comments-racism-accusations;white-nationalism;Fox News;;;
Boston fans were embroiled in a racially charged episode in May;http://www.foxnews.com/sports/2017/09/13/fans-drape-racism-is-as-american-as-baseball-banner-over-green-monster.html;white-nationalism;Fox News;;;
It’s in reference to the violence in Charlottesville this summer, where a white supremacist driver plowed into a crowd of counter protesters, killing one.;http://feeds.foxnews.com/~r/foxnews/politics/~3/OiIjlBCnF6s/political-racism-white-house-slams-democratic-ad-in-virginia-where-man-in-truck-chases-minority-children.html;white-nationalism;Fox News;;;
President Trump’s response to the violence, for initially blaming “many sides” – and returning to faulting “both sides” ;http://feeds.foxnews.com/~r/foxnews/politics/~3/lvQ1Zpv_MzE/un-accused-double-standard-in-warning-about-racism-in-america.html;white-nationalism;Fox News;;;
;;;;;;
;;;;;;
;;;;;;
"A Georgia district attorney says Timothy Coggins was killed for ""socializing with a white female."" ";http://www.foxnews.com/us/2017/11/05/slaying-that-haunted-family-for-decades-now-linked-to-racism.html;white-nationalism;Fox News;;;
Le Batard has been heard to make reckless racial and racist claims — specifically about white public figures.;http://nypost.com/2017/03/05/reckless-cries-of-racism-come-at-the-cost-of-common-sense/;white-nationalism;New York Post;;;
Trump created an uproar during a speech in Alabama on Friday;http://nypost.com/2017/09/24/about-100-protest-national-anthem-in-loud-nfl-statement/;white-nationalism;New York Post;;;
“racially charged and divided White House.”;https://www.foxnews.com/politics/political-racism-white-house-slams-democratic-ad-in-virginia-where-man-in-truck-chases-minority-children;white-nationalism;Fox News;;;
"""Don't be afraid of unity! May special interests and nationalism not render the courageous dreams of the founders of the European Union in vain.""";http://www.foxnews.com/world/2017/10/01/pope-urges-europeans-to-embrace-unity-reject-nationalism.html;white-nationalism;Fox News;;;
attacking white nationalists doesn’t take much guts.;http://nypost.com/2017/10/20/what-dubya-missed-about-nationalism/;white-nationalism;New York Post;;;
;;;;;;
;;;;;;
Romania's government, in trying to soften anti-corruption laws, is fanning the flames of nationalism by criticizing the presence of foreigners at protests.;http://feeds.foxnews.com/~r/foxnews/world/~3/SbfIoY7ZGwQ/experts-romania-uses-nationalism-in-anti-corruption-fight.html;white-nationalism;Fox News;;;
"""Burmese nationalists saw themselves as colonized twice, first by the British, secondly by the Indians who, in particular, dominated the economy,""";http://www.foxnews.com/world/2017/09/29/myanmar-rohingya-hatred-has-roots-in-buddhist-nationalism.html;white-nationalism;Fox News;;;
large brands appeared on videos by controversial Muslim preacher Wagdy Ghoneim, white nationalist David Duke and terrorist support groups.;http://nypost.com/2017/03/20/google-under-fire-for-putting-ads-on-offensive-videos/;white-nationalism;New York Post;;;
Bearing shields and chanting racist slogans, thousands of alt-right nationalists descended on Emancipation Park;http://nypost.com/2017/08/12/violence-erupts-at-white-nationalist-rally-in-virginia/;white-nationalism;New York Post;;;
Ohio man has been charged with murder after allegedly plowing into a crowd of counter-protesters at a white supremacist rally.;http://nypost.com/2017/08/12/driver-held-in-deadly-attack-on-protesters-at-virginia-white-power-rally/;white-nationalism;New York Post;;;
;;;;;;
An angry mob on Sunday attacked the white supremacist who organized the deadly rally in Virginia.;http://nypost.com/2017/08/13/white-power-rally-organizer-punched-chased-from-press-conference/;white-nationalism;New York Post;;;
;;;;;;
;;;;;;
central and northeastern section of the borough, was recently sent three postcards with phrases related to white nationalism, including “alt right,” “1488,” “white race” and “goyim,” the sources said.;http://nypost.com/2017/09/13/lawmaker-threatened-for-trying-to-rename-trump-park-after-white-power-rally-victim/;white-nationalism;New York Post;;;
;;;;;;
;;;;;;
“They promote white European culture and have tried to recruit students .?.?. to their cause,”;http://nypost.com/2017/08/19/white-power-rally-organizers-are-spreading-hate-to-new-york/;white-nationalism;New York Post;;;
;;;;;;
Despite the intensity of the backlash he’s received, he has absolutely “no regrets” about taking part in the controversial white-nationalist movement.;http://nypost.com/2017/08/19/student-who-attended-white-power-rally-leaves-college-over-death-threats/;white-nationalism;New York Post;;;
;;;;;;
“rejecting white nationalists, white supremacists, the Ku Klux Klan, neo-Nazis and other hate groups,”;http://nypost.com/2017/09/06/senate-wants-trump-to-officially-condemn-white-power-rallies/;white-nationalism;New York Post;;;
Fields had allegedly been driving through a crowd of mostly counter-protesters ;http://nypost.com/2017/08/12/driver-held-in-deadly-attack-on-protesters-at-virginia-white-power-rally/;white-nationalism;New York Post;;;
“Not all of those people were neo-Nazis, believe me,” he said.;http://nypost.com/2017/08/15/trump-condemns-alt-left-for-violence-at-virginia-white-power-rally/?utm_campaign=SocialFlow&utm_source=NYPTwitter&utm_medium=SocialFlow&sr_share=twitter;white-nationalism;New York Post;;;
"Authorities say they're investigating after someone drew a swastika and wrote ""WHITE POWER"" on the sign in front of a southwest Florida junior high school.";http://feeds.foxnews.com/~r/foxnews/national/~3/AChDSWrnCVU/swastika-white-power-spray-painted-on-middle-school-sign.html;white-nationalism;Fox News;;;
While attention understandably is focused on the white racist who allegedly killed Heather Heyer with his car.;http://nypost.com/2017/08/15/the-startling-reality-facing-america-in-wake-of-virginia-white-power-rally/;white-nationalism;New York Post;;;
The intern, Jack Breuer, told The Daily Caller that he was Jewish and would never make a white power sign.;https://nypost.com/2017/12/29/white-house-intern-denies-making-white-power-hand-sign/;white-nationalism;New York Post;;;
“I am heartbroken that a life has been lost here,” said Charlottesville mayor;http://nypost.com/2017/08/12/vehicle-plows-into-counter-protesters-at-white-power-rally-in-virginia/;white-nationalism;New York Post;;;
Moderate Republicans have been sacrificed for a bad bill.;http://www.foxnews.com/opinion/2017/05/09/juan-williams-republicans-have-just-handed-democrats-huge-political-gift.html;white-nationalism;Fox News;;;
;;;;;;
“First of all, Donald Trump is political toxin, period,”;http://www.foxnews.com/opinion/2017/12/16/moore-loss-means-republicans-must-fear-for-their-political-lives-and-other-news-agenda.html;white-nationalism;Fox News;;;
Streep said Trump’s behavior “sank its hooks in my heart” and called on the press to hold the president accountable for “every outrage.”;http://www.foxnews.com/entertainment/2017/12/13/meryl-streep-its-difficult-to-be-political-during-trumps-presidency.html;white-nationalism;Fox News;;;
Democratic victory in Alabama may have blocked a year-long embarrassment and actually strengthened Republican prospects in the Senate. ;http://www.foxnews.com/opinion/2017/12/28/newt-gingrich-get-ready-for-great-political-surprise-2018.html;white-nationalism;Fox News;;;
"When you have a voice, you should use it,"" Simons said ";http://www.foxnews.com/entertainment/2017/02/11/calvin-klein-show-delivers-political-message-at-fashion-week.html;white-nationalism;Fox News;;;
It’s not the job of the ACLU to apologize for its defense of speech.;http://www.foxnews.com/opinion/2017/08/24/aclus-twitter-account-gets-lesson-in-political-correctness.html;white-nationalism;Fox News;;;
Trump used terrorism a primary justification when he announced the now court-blocked travel ban in late January.;http://www.foxnews.com/politics/2017/02/25/trump-rejects-dhs-intelligence-report-on-travel-ban.html;white-nationalism;Fox News;;;
“Your failure to condemn white supremacists and neo-Nazis has domestic and international ramifications.”;http://feeds.foxnews.com/~r/foxnews/politics/~3/_MAFExl4MY4/hiding-secret-anti-trump-messages-in-resignation-letters-is-latest-political-craze.html;white-nationalism;Fox News;;;
"Trump in other tweets called her ""wacky"" and accused her of ""SECRETLY"" listening to the phone call.";http://www.foxnews.com/politics/2017/10/21/sgt-la-david-t-johnson-us-soldier-subject-political-fracas-laid-to-rest.html;white-nationalism;Fox News;;;
;;;;;;
;;;;;;
“I’m getting a little dizzy coming back here,” complained Clay, also saying the e GOP stunts were “childish” and “adverse to civility.”;http://feeds.foxnews.com/~r/foxnews/politics/~3/WRv1eKM3xtY/decades-long-clash-ideals-political-theater-meet-again-in-hills-pig-painting.html;white-nationalism;Fox News;;;
"""The Mexican government decided to move up the time frame because they didn't want Trump to be in the presidency when they sent him over,""";http://feeds.foxnews.com/~r/foxnews/world/~3/FrKZaETCI9s/timing-mexico-drug-lord-extradition-seen-as-political.html;white-nationalism;Fox News;;;
The TPP, which excluded China, has been seen as a gambit by Trump's predecessor, Barack Obama, to counter Beijing's influence.;http://feeds.foxnews.com/~r/foxnews/world/~3/jG3yTPcN0-A/what-trump-trade-and-geopolitical-moves-mean-for-china.html;white-nationalism;Fox News;;;
 Halftime Report are offering political junkies the chance to get in on bracket-busting fun as we rank the greatest speeches in American political history.;http://feeds.foxnews.com/~r/foxnews/politics/~3/PCEij8j--38/nerd-bracket-pick-your-favorite-political-speech.html;white-nationalism;Fox News;;;
Manafort secretly worked for Russian billionaire.;http://www.foxnews.com/politics/2017/03/22/manafort-confirms-work-for-russian-billionaire-denies-pushing-countrys-political-interests.html;white-nationalism;Fox News;;;
 In a short piece, Jonathan Chait tries defining “Trumpism.”;http://nypost.com/2017/02/06/science-magazines-are-more-political-than-you-might-think/;white-nationalism;New York Post;;;
;;;;;;
The savage attack is the latest of many in Paris, understandably sparking widespread fears of terrorism.;http://nypost.com/2017/04/23/political-correctness-is-ruining-our-strategy-to-defeat-terrorism/;white-nationalism;New York Post;;;
;;;;;;
“Active shooter incidents occur from time to time in the United States.” And it described violence and gun ownership as being more common in the United States than within its borders.;http://feeds.foxnews.com/~r/foxnews/world/~3/j40L9OIvztI/several-countries-issue-travel-advisories-about-us-citing-natural-disasters-political-violence.html;white-nationalism;Fox News;;;
Comey has failed the American people at every single turn.;http://www.foxnews.com/opinion/2017/06/09/sean-hannity-comey-reveals-himself-to-be-deep-state-political-hack.html;white-nationalism;Fox News;;;
Sanders responded by slamming the media for pushing the narrative that they are a “racially charged and divided White House.”;https://www.foxnews.com/politics/political-racism-white-house-slams-democratic-ad-in-virginia-where-man-in-truck-chases-minority-children;white-nationalism;Fox News;;;
“what would King be doing if her were around today?”;https://www.foxnews.com/opinion/please-stop-politicizing-martin-luther-king-day-its-a-day-for-national-unity-not-political-division;white-nationalism;Fox News;;;
President Trump’s executive order on immigration is better described as a restriction on terrorist hot spots than as a “Muslim ban.”;https://www.foxnews.com/politics/fox-news-poll-sharp-division-along-political-lines-on-trumps-travel-ban;white-nationalism;Fox News;;;
“President Trump is something we haven't had in national leadership in a long time,”;https://www.foxnews.com/politics/falwell-backs-trump-on-charlottesville-admits-president-could-be-more-politically-correct;white-nationalism;Fox News;;;
;;;;;;
;;;;;;
;;;;;;
The growing worries over the political and economic future of the city have fueled a deep resentment among many Hong Kong students.;http://www.foxnews.com/world/2017/09/30/in-hong-kong-political-banners-reveal-gulf-with-mainland.html;white-nationalism;Fox News;;;
GOP lawmakers said the boundaries were drawn to protect them against lawsuits alleging they violated the U.S. Voting Rights Act.;http://feeds.foxnews.com/~r/foxnews/national/~3/C011O8SkKI4/scotus-temporarily-blocks-new-nc-political-maps-elections.html;white-nationalism;Fox News;;;
Trump probably flubbed what was intended as a compliment, praising his courage for volunteering to serve in a vocation he knew could cost him his life.;http://www.foxnews.com/opinion/2017/10/20/marc-thiessen-frederica-wilson-john-kelly-controversy-tells-us-that-political-contempt-is-out-control-now.html;white-nationalism;Fox News;;;
Dozens of his Democratic colleagues called for him to step aside after the allegations came to light. ;http://www.foxnews.com/politics/2017/12/06/timeline-sen-al-frankens-political-career.html;white-nationalism;Fox News;;;
;;;;;;
;;;;;;
;;;;;;
Senator Paul on President Trump blaming the House Freedom Caucus for blocking Speaker Ryan’s Obamacare replacement bill;https://radio.foxnews.com/2017/03/28/senator-rand-paul-r-ky-on-why-he-personally-believes-political-operatives-for-president-obama-are-behind-the-intelligence-leaks-damaging-president-trump/;gun-control;Fox News;;;
 I don’t want to get political, but gun control. ;http://feedproxy.google.com/~r/breitbart/~3/PvlE4Lt-304/;gun-control;Breitbart;;;
It is one of the most powerful players in one of the most hotly-debated issues in the US - gun control;http://feeds.feedblitz.com/~/366051284/0/alternet_all;gun-control;Alternet;;;
Donald Trump is set to sign into law a reversal of an Obama policy to bar certain mentally ill people from owning guns. ;http://www.alternet.org/human-rights/nra-and-scientists-agree-gun-controls;gun-control;Alternet;;;
We are unbelievably fortunate to not be among the number of victims killed or seriously wounded by this maniac.;http://feeds.feedblitz.com/~/463888836/0/alternet_all;gun-control;Alternet;;;
“To say that guns ought to be more regulated is just the wrong way,” ;http://feedproxy.google.com/~r/breitbart/~3/0LKXYM5-0zY/;gun-control;Breitbart;;;
He blasts the president for using the NFL controversy as a means to avoid doing his job.;http://feeds.feedblitz.com/~/467972436/0/alternet_all;gun-control;Alternet;;;
Australia’s gun control laws could offer lessons for the U.S.;http://feeds.feedblitz.com/~/465452084/0/alternet_all;gun-control;Alternet;;;
Trump, who’s said he carries a concealed weapon at times, once promised to eliminate gun-free zones and to allow loaded handguns in schools;http://www.huffingtonpost.com/entry/donald-trump-gun-control_us_5887c7ede4b0b481c76b9d35;gun-control;HuffPost;;;
Mayor Bill de Blasio declared the rampage a terrorist attack and federal law enforcement authorities were leading the investigation.;http://feedproxy.google.com/~r/breitbart/~3/9aTPFqP69jA/;gun-control;Breitbart;;;
Gun control. It’s all people want to talk about these days;https://www.huffingtonpost.com/entry/jordan-klepper-has-a-handy-guide-to-avoid-talking-about-gun-control_us_59d50ab3e4b06226e3f56e11?section=us_comedy;gun-control;HuffPost;;;
Proposed laws could roll back gun restrictions and expand the locations where gun owners are allowed to carry weapons ;https://www.huffingtonpost.com/entry/donald-trump-gun-control_us_5887c7ede4b0b481c76b9d35?ncid=tweetlnkushpmg00000016&section=politics;gun-control;HuffPost;;;
Sunday night’s deadly Las Vegas shooting is once again starting up our country’s never-ending debate over gun control.;https://www.huffingtonpost.com/entry/john-mayer-tweets-gun-control_us_59d2b29ae4b0f962988960cb?ncid=inblnkushpmg00000009;gun-control;HuffPost;;;
After several high-profile massacres in the U.K. and Australia, both countries moved quickly to implement gun control.;https://www.huffingtonpost.com/entry/gun-control-after-foreign-massacres_us_59d53a5de4b0b64ba3646c3d?utm_hp_ref=gun-violence;gun-control;HuffPost;;;
He blames Americans who have demonstrated peacefully against the Republican efforts to hurt them by taking away their healthcare.;https://www.huffingtonpost.com/entry/congressman-shot-will-it-get-common-sense-gun-control_us_59417f59e4b04c03fa26178b;gun-control;HuffPost;;;
“Enough is enough,” guitarist Caleb Keeter wrote on Twitter the day after a gunman opened fire at the Las Vegas festival ;https://www.huffingtonpost.com/entry/las-vegas-festival-performer-says-shooting-changed-his-mind-on-gun-control_us_59d273d1e4b06791bb12313d?yca;gun-control;HuffPost;;;
Barack Obama’s Social Security gun ban was a clear example of how the Pelosi-era gun controls matured. ;http://feedproxy.google.com/~r/breitbart/~3/INJVVke9hZE/;gun-control;Breitbart;;;
Hillary Clinton did not listen. She seized on pro-gun control polling and ran a presidential campaign that was openly anti-gun;http://www.breitbart.com/big-government/2017/05/24/politico-magazine-democrats-beware-pro-gun-control-polls/;gun-control;Breitbart;;;
Fitzpatrick put out a press release announcing the gun control and even adopted gun controllers’ linguistic phraseology of a bump stock “loophole” to push the new gun laws.;http://www.breitbart.com/big-government/2017/11/01/republican-reps-buck-nra-introduce-gun-control-bump-stocks/amp/;gun-control;Breitbart;;;
“silencers do not protect your hearing” simultaneously implies that silencers make guns so quiet that “active shooters” can avoid “being detected by trained law enforcement professionals.”;http://feedproxy.google.com/~r/breitbart/~3/WJb7G0LFssY/;gun-control;Breitbart;;;
American citizens’ rights to the same protection they don’t care “if you live or die.”;http://feedproxy.google.com/~r/breitbart/~3/7pee5YWV3V8/;gun-control;Breitbart;;;
One thing bill will is expand gun control even further that its present reach;http://www.breitbart.com/big-government/2017/07/14/gabby-giffords-praises-gop-rep-for-introducing-gun-control-bill/#disqus_thread;gun-control;Breitbart;;;
In the wake of Newtown, students are upping the fight against racial injustice in school discipline.;https://www.alternet.org/education/where-are-student-voices-gun-control-debate?paging=off;gun-control;Alternet;;;
The survey also shows that two out of three officers oppose an “assault weapons” ban.;http://feedproxy.google.com/~r/breitbart/~3/PO6hIx4wLU4/;gun-control;Breitbart;;;
Right now you, the People of Iowa, are living without this critical protection.;http://feedproxy.google.com/~r/breitbart/~3/XE9L6KD33S4/;gun-control;Breitbart;;;
The people targeted by the rule “are not a particularly high-risk group for violent behavior”, ;http://feeds.feedblitz.com/~/273059582/0/alternet;gun-control;Alternet;;;
It was our perseverance that did it. They didn’t expect it.;http://www.alternet.org/activism/how-tallahassee-beat-gun-lobby-florida-gop-and-ex-president-who-wanted-erase-local-gun;gun-control;Alternet;;;
Hayden thanked Michael Bloomberg-funded Moms Demand Action for their “organizing power.”;https://www.breitbart.com/big-government/2017/03/01/minnesota-2/;gun-control;Breitbart;;;
“silencers do not protect your hearing.”;http://www.breitbart.com/big-government/2017/03/14/gabby-giffords-gun-control-group-use-ear-plugs-not-silencers/;gun-control;Breitbart;;;
Arizona Coalition for Common Sense, which will be in place to push more gun control on Arizonans.;https://www.breitbart.com/big-government/2017/03/17/gabby-giffords-mark-kelly-target-arizona-new-gun-control-group/;gun-control;Breitbart;;;
“no one thinks President Trump would do anything that would take away your gun rights.” ;https://www.breitbart.com/2nd-amendment/2017/03/27/joe-manchin-opportunity-gun-control-under-trump/;gun-control;Breitbart;;;
But despite these controls–and so many more–one “child or youth” is shot every day in Ontario.;https://www.breitbart.com/big-government/2017/03/27/despite-stringent-gun-control-one-child-or-youth-shot-every-day-in-ontario/;gun-control;Breitbart;;;
Right now, I don’t know if I even have enough people to enforce it.;https://www.breitbart.com/big-government/2017/02/14/oregon-counties-declare-sanctuary-status-gun-control/;gun-control;Breitbart;;;
President Obama again listed what he regrets most about the last eight years.;http://www.breitbart.com/big-government/2017/01/05/obama-lists-regrets-again-failure-secure-gun-control-1/#disqus_thread;gun-control;Breitbart;;;
These controls will not only lessen the supply of ammunition available to Californians, thereby driving up the price for bullets.;http://feedproxy.google.com/~r/breitbart/~3/Z6Ix6lW4LaE/;gun-control;Breitbart;;;
“Joe Manchin broke that promise. Violating our values and pushing gun control with Barack Obama and the New York liberals.”;https://www.breitbart.com/big-government/2017/05/08/gop-challenger-steps-up-to-run-against-pro-gun-control-joe-manchin/;gun-control;Breitbart;;;
The announcement came hours after Giffords had joined President Obama as he signed legislation she had supported prior to being shot and resigning her seat in Congress.;http://feedproxy.google.com/~r/breitbart/~3/GAA78jTx04I/;gun-control;Breitbart;;;
Gun control is not the answer.;https://www.breitbart.com/big-government/2017/06/12/nyt-trumps-refusal-talk-gun-control-london-knife-attack-helping-terrorists/;gun-control;Breitbart;;;
Gun control does not stop control criminals. It only succeeds in controlling law-abiding citizens, who are already sufficiently self-controlled.;https://www.breitbart.com/2nd-amendment/2017/06/23/fbi-alexandria-report-undermines-democrats-gun-control-dreams/;gun-control;Breitbart;;;
The Democrats emerged from the heinous attack on Sandy Hook Elementary pushing an “assault weapons” ban and universal background checks.;http://feedproxy.google.com/~r/breitbart/~3/xlx1oJk6XB8/;gun-control;Breitbart;;;
“Manchin received donations from [a] law firm pushing for gun control.”;http://feedproxy.google.com/~r/breitbart/~3/RhUgpMr2sF0/;gun-control;Breitbart;;;
And thankfully, under President Trump’s leadership, we’re seeing a fundamental change in the culture on how we deal with criminals.;https://www.breitbart.com/big-government/2017/08/03/freedom-winning-pres-trump-trades-gun-control-crime-control/;gun-control;Breitbart;;;
He suggests the pardon signals “that racist brutality is permissible.”;http://feedproxy.google.com/~r/breitbart/~3/s1AFLySWZuc/;gun-control;Breitbart;;;
Trump’s administration has been quietly working to do away with other Obama-era firearm regulations as well.;http://feedproxy.google.com/~r/breitbart/~3/bVyZ8D32EEI/;gun-control;Breitbart;;;
Democrats were going soft on gun control, thereby providing an open door to secure a pro-Second Amendment agenda.;https://www.breitbart.com/big-government/2017/10/04/paul-ryan-abandons-pro-gun-bill-dems-go-soft-gun-control/;gun-control;Breitbart;;;
What type of society are we living in?;https://www.breitbart.com/video/2017/10/04/lewis-i-dont-think-my-push-for-more-gun-control-has-anything-to-do-with-the-constitution/;gun-control;Breitbart;;;
Trump indicates his administration is considering support for the ban. Trump said;https://www.huffingtonpost.com/entry/seth-meyers-gun-control-method_us_59d5b6b5e4b0becae80254cc?ncid=edlinkushpmg00000313;gun-control;HuffPost;;;
Eleven Republican politicians are currently open to the idea of gun control for bump stocks. ;https://www.breitbart.com/big-government/2017/10/06/president-trump-open-bump-stock-ban/;gun-control;Breitbart;;;
The ban on armor-piercing bullets is somewhat ambiguous, but appears similar to a ban which was unsuccessfully pushed by the Obama administration.;https://www.breitbart.com/sports/2017/10/26/san-francisco-49ers-pledge-500000-secure-suppressor-ban-gun-control-measures/;gun-control;Breitbart;;;
The Massachusetts Senate passed a ban by a vote of 33-0 .;http://feedproxy.google.com/~r/breitbart/~3/AmvCJ1h53u4/;gun-control;Breitbart;;;
Schumer is especially worried about the danger his party faces by supporting gun control;https://www.breitbart.com/big-government/2017/11/01/republican-reps-buck-nra-introduce-gun-control-bump-stocks/;gun-control;Breitbart;;;
“there is room for a limited gun control debate” at this time. ;https://www.breitbart.com/big-government/2017/11/08/sen-john-cornyn-pushes-gun-control-poor-federal-reporting-helped-texas-killer-pass-background-check/;gun-control;Breitbart;;;
Cornyn was one of a small number of Republicans who believe “there is room for a limited gun control debate.”;http://feedproxy.google.com/~r/breitbart/~3/RPrwOUilp5g/;gun-control;Breitbart;;;
If our House leadership insists on bringing the flawed fix-NICS bill to the floor, they shouldn’t play games.;http://www.breitbart.com/big-government/2017/12/04/rep-thomas-massie-sounds-warning-house-leaders-to-merge-obama-style-gun-control-with-national-reciprocity/#disqus_thread;gun-control;Breitbart;;;
Barack Obama’s Social Security gun ban was a clear example of how the Pelosi-era gun controls matured.;https://www.breitbart.com/big-government/2017/12/06/house-leaders-add-failed-2007-gun-controls-national-reciprocity/;gun-control;Breitbart;;;
