text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
Well-intentioned politicians might want to provide a solution for student loans, but millennials won’t start making smart decisions unless they have to foot the bill for their own education. Unfortunately, no bailout or special program can save students suffering from a lack of responsibility.;https://thefederalist.com/2018/03/19/student-debt-crisis-students-fault-shouldnt-get-bailout/;Federalist;student-debt;right;Non-biased;Expresses writer’s opinion;[]
Wells Fargo & Co WFC.N Chief Executive Charles Scharf exasperated some Black employees in a Zoom meeting this summer when he reiterated that the bank had trouble reaching diversity goals because there was not enough qualified minority talent, two participants told Reuters.;https://www.reuters.com/article/us-global-race-wells-fargo-exclusive/exclusive-wells-fargo-ceo-ruffles-feathers-with-comments-about-diverse-talent-idUKKCN26D2IU;Reuters;black lives matter;center;Non-biased;Entirely factual;[]
West Ham United players will take a knee in their Premier League season opener against Newcastle United on Saturday to continue raising awareness about racial injustice, manager David Moyes said on Friday.;https://uk.reuters.com/article/uk-soccer-england-whu-new-preview/west-ham-players-will-continue-taking-a-knee-says-moyes-idUKKBN262276;Reuters;black lives matter;center;Non-biased;Entirely factual;[]
What appears to have happened is that, like Barr, Pompeo is an ideological extremist who has figured out how to appease and flatter the president into helping him achieve his own goals.;https://www.alternet.org/2020/01/mike-pompeo-is-the-real-iran-war-hawk-an-evangelical-christian-and-hardline-neocon-has-quietly-become-a-dangerous-power-player/;Alternet;islam;;Biased;Expresses writer’s opinion;['extremist', 'appease', 'flatter', 'ideological']
What is new is the direct indictment of white people as a race. This happened through a strange rhetorical transformation over the past few years.;https://thefederalist.com/2016/05/23/how-anti-white-rhetoric-is-fueling-white-nationalism/;Federalist;white-nationalism;right;Biased;Expresses writer’s opinion;[]
What the hell do you think is going to happen when you vote for the same political party that coddles and encourages these terrorists?;http://feedproxy.google.com/~r/breitbart/~3/cT_erPwcnfw/;Breitbart;black lives matter;right;Biased;Expresses writer’s opinion;['coddles', 'What', 'the', 'hell']
What this means is that in these particular countries, local law enforcement agree to not enforce anti-gun laws, especially dangerous radical ones like confiscation, bans, mandatory registration, and limiting the size of magazines.;https://www.breitbart.com/politics/2020/01/07/nolte-virginia-proves-democrats-top-priority-is-to-confiscate-your-guns/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;gun-control;right;Biased;Expresses writer’s opinion;['dangerous', 'radical']
What was once a must-see stage show drawing celebrities and fans from around the world is now the latest target of a woke mob of leftists hellbent on castigating America’s founding and its founders as nothing more than bigots and slave owners.;http://feedproxy.google.com/~r/breitbart/~3/rM_C19ktiGA/;Breitbart;gun control;right;Biased;Expresses writer’s opinion;['mob', 'hellbent', 'woke', 'castigating', 'bigots', 'leftists']
What we can expect from Bezos’s $10 billion, in other words, is $10 billion worth of green bullshit spread liberally around the world, scaring impressionable school kids, colonising university departments, misleading the mainstream media, granting shyster politicians the excuse they need to raise taxes and introduce more regulations in the name of ‘saving the planet.’;http://feedproxy.google.com/~r/breitbart/~3/IEXwhuO5lrc/;Breitbart;taxes;right;Biased;Expresses writer’s opinion;['bullshit', 'shyster', 'scaring', 'green']
What we learn from those places is that people who know they don’t have police protection will seek protection from whomever wields power, which is why even now you see businessowners whose stores have been looted and burned out expressing supporter for BLM and the ongoing protests.;https://thefederalist.com/2020/06/05/abolish-the-police-is-a-slogan-for-the-destruction-of-america/;Federalist;elections-2020;right;Non-biased;Somewhat factual but also opinionated;[]
What will stop the hyper sexualization of our children by the counterfeit sexual freedom culture?;http://feedproxy.google.com/~r/breitbart/~3/e3bFsbfmQmQ/;Breitbart;marriage-equality;;Biased;Expresses writer’s opinion;['hyper', 'sexualization']
What’s been even more entertaining is watching these Principled Prostitutes attempt to avoid this dilemma as they sought to influence Democrats into choosing Anyone But Bernie.;http://feedproxy.google.com/~r/breitbart/~3/TC-GMQvkEmg/;Breitbart;universal health care;right;Biased;Expresses writer’s opinion;['Principled', 'Prostitues']
Whatever the specifics of what Donald Trump’s diagnosis may be, from the moment protesters started to hit the streets to denounce police brutality, one thing was certain: The president’s brainworms would direct his energies away from doing anything useful and toward the task of managing his ego, relying on the reality TV tricks he mistakes for the real work of presidenting.;https://www.alternet.org/2020/06/bunker-boy-trump-thinks-he-can-edit-reality-like-tv-show/;Alternet;trump-presidency;left;Biased;Expresses writer’s opinion;['brainworms', 'ego', 'TV', 'tricks']
When a child is molded to believe that sex is expected at their age, defined as recreational, erotic, lustful, and material, then what stops them from recognizing the deceitful approach of a sex trafficker and abuser?  Nothing.;http://feedproxy.google.com/~r/breitbart/~3/e3bFsbfmQmQ/;Breitbart;marriage-equality;;Biased;Expresses writer’s opinion;['trafficker', 'abuser']
When a figurehead like Trump repeats the myth that vaccines cause autism, as he did during the presidential debates, many parents may choose not to vaccinate, putting children at unnecessary risk.;https://www.alternet.org/2018/07/celebrity-pseudoscience-here-are-nine-household-names-whove-pushed-bad-science-public/;Alternet;vaccines;left;Biased;No agreement;['figurehead']
When a newly organized vaccine research group at the U.S. National Institutes of Health (NIH) met for the first time this week, its members had expected to be able to ease into their work. But their mandate is to conduct human trials for emerging health threats - and their first assignment came at shocking speed.;https://www.reuters.com/article/us-china-health-vaccines/with-wuhan-virus-genetic-code-in-hand-scientists-begin-work-on-a-vaccine-idUSKBN1ZN2J8?feedType=RSS&feedName=topNews;Reuters;vaccine;;Non-biased;Entirely factual;[]
When a supporter told Warren public schools need to teach more about LGBTQ history and sex education, the Massachusetts senator replied her education secretary would have to be interviewed by a transgender child.;https://www.breitbart.com/politics/2020/01/30/elizabeth-warren-says-transgender-child-must-approve-education-secretary/;Breitbart;marriage-equality;;Non-biased;Entirely factual;[]
When carrying a firearm, you have the ultimate power of force in your control.;https://thefederalist.com/2019/08/06/7-reasons-people-concealed-carry/?utm_source=The+Federalist+List&utm_campaign=9fdea2288f-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-9fdea2288f-83924449;Federalist;gun-control;right;Non-biased;Expresses writer’s opinion;[]
When Democrats are releasing violent criminals, encouraging illegal immigration, and passing laws to disarm you while turning the police into eunuchs, it’s over.;http://feedproxy.google.com/~r/breitbart/~3/_MdFljKx8cY/;Breitbart;marriage-equality;;Biased;Expresses writer’s opinion;"['eunuchs', ""it's"", 'over', 'criminals', 'illegal', 'immigration']"
When did it become racist to like the national anthem and Mount Rushmore?;https://thefederalist.com/2020/06/26/were-in-a-cultural-civil-war-its-time-for-conservatives-to-fight-back/;Federalist;marriage-equality;;Biased;Expresses writer’s opinion;['racist']
When did vaccines become politicized? Amid a measles outbreak, suddenly Republicans support anti-vaxxers.;https://www.alternet.org/2019/04/when-did-vaccines-become-politicized-amid-a-measles-outbreak-suddenly-republicans-support-anti-vaxxers/;Alternet;vaccines;left;Biased;No agreement;['suddenly']
When far-right white evangelicals, white nationalists and coronavirus truthers rail against social distancing and encourage large gatherings, they are encouraging suicidal behavior. And there have been many examples.;https://www.alternet.org/2020/04/how-the-coronavirus-pandemic-shows-that-christian-white-nationalism-is-a-much-greater-threat-to-the-us-than-radical-islam/;Alternet;white-nationalism;left;Biased;Expresses writer’s opinion;['truthers', 'nationalists', 'suicidal', 'white']
When greed and power are exercised by giant multinational corporations that escape the discipline of the nation-state, the potential for evil becomes infinite in nature.;https://www.alternet.org/2020/08/ralph-nader-ranks-the-infinite-greed-power-and-controls-of-giant-corporations/;Alternet;taxes;left;Biased;Expresses writer’s opinion;['evil']
When he finally spoke in the Rose Garden on Monday, Trump threatened to deploy the military against American citizens if the governors didn’t take his advice for a more forceful crackdown. This threat didn’t appear to cow anyone, and only increased the anger. ;https://www.alternet.org/2020/06/trump-thought-a-violent-crackdown-would-be-a-big-win-but-the-protesters-have-the-upper-hand/;Alternet;trump-presidency;left;Biased;Somewhat factual but also opinionated;['threatened', 'threat', 'cow']
When I opened Britain’s bestselling tabloid conservative Sunday newspaper, I was greeted by a double-page spread showing a vast mob of Black Lives Matter activists marching on Downing Street in London.;http://feedproxy.google.com/~r/breitbart/~3/aJodbK6Hgt8/;Breitbart;black lives matter;right;Biased;No agreement;['mob']
When it comes to the Green New Deal blueprint to address the climate crisis, Republicans generally like to pretend it calls for the elimination of hamburgers.;http://www.msnbc.com/rachel-maddow-show/leading-house-republican-equates-green-new-deal-and-genocide;MSNBC;environment;left;Biased;Somewhat factual but also opinionated;['pretend', 'elimination', 'of', 'hamburgers']
When Mexico’s leader enters the White House to meet President Donald Trump on Wednesday, he will do so not only as a hostage to the whims of his U.S. counterpart, but also as partner in an unlikely alliance that has benefited both men.;https://www.reuters.com/article/us-usa-mexico/marriage-of-convenience-what-mexicos-leftist-leader-gets-out-of-trump-idUSKBN2482KW;Reuters;vaccine;;Biased;No agreement;['hostage', 'whims']
When parents borrow, the debt can weigh down families for generations but the burden falls particularly hard on low-income black families.;https://eu.usatoday.com/story/news/education/2019/10/10/student-loans-financial-aid-debt-parent-plus-loan-college-hbcu/3916173002/;USA Today;student-debt;center;Non-biased;Entirely factual;[]
When President Trump rolled out his recent budget proposal, it made some cuts that were always going to cause controversy. For one thing, his plan would slash subsidized student loan repayment plans, and let the government crack down on missed payments.;https://thefederalist.com/2018/03/19/student-debt-crisis-students-fault-shouldnt-get-bailout/;Federalist;student-debt;right;Biased;Somewhat factual but also opinionated;['crack', 'down']
When prioritizing healthcare workers, the panel noted that vaccines should go first to people who have the most contact with patients.;https://www.reuters.com/article/us-health-coronavirus-vaccine-alllocatio-idUSKBN25S5OA?taid=5f4e936946b85b0001f9b73c&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter;Reuters;vaccine;;Non-biased;Entirely factual;[]
When Republicans warned Democrats that impeachment was a waste of time, a divisive partisan exercise, and a distraction from the real issues facing the country — a lesson Republicans learned the hard way, in Bill Clinton’s impeachment, 21 years before — Democrats ignored them.;https://www.breitbart.com/politics/2020/03/13/pollak-democrats-pushed-impeachment-while-coronavirus-spread/;Breitbart;coronavirus;right;Non-biased;No agreement;[]
When the left is emboldened, cities burn, statues topple, careers and people are disappeared, good men are murdered, civil liberties are trampled, and the dual horrors of blacklisting and censorship reign supreme.;http://feedproxy.google.com/~r/breitbart/~3/zJi86C2JTWM/;Breitbart;marriage-equality;;Biased;Expresses writer’s opinion;[]
When the men’s basketball Final Four tips off Saturday in Minneapolis, the NCAA’s biggest and most lucrative event will proceed as it normally does: the athletes on the floor for Virginia and Auburn, Michigan State and Texas Tech, will play games that generate hundreds of millions of dollars in total revenue for their schools, the NCAA and broadcast companies, the coaches and athletic directors, TV executives and NCAA suits will share in the riches but athletes themselves still won’t receive their fair share ― and thanks to a recent federal court decision, that won’t change in the immediate future. ;https://www.huffpost.com/entry/ncaa-pay-college-athletes-final-four_n_5ca61cb9e4b082d775e1d201;HuffPost;sport;left;Non-biased;Somewhat factual but also opinionated;[]
When the Muslim ban was first enacted, it triggered chaos at airports and prompted widespread protest and legal challenges, and it continues to impose devastating costs on families and people who wish to come to the U.S.;https://www.alternet.org/2020/02/conservative-magazine-denounces-trumps-cruel-expansion-of-his-muslim-ban/;Alternet;immigration;left;Biased;Somewhat factual but also opinionated;['devastating']
When the nation's highest civilian honor went to a right-wing media personality, it served as an oddly appropriate capstone to Trump's broader goals.;https://www.msnbc.com/rachel-maddow-show/strategy-laid-bare-trump-sees-value-national-division-n1131336;MSNBC;white-nationalism;left;Biased;Expresses writer’s opinion;['oddly']
When Trump entered the White House in 2017, Lopez Obrador likened the American to Adolf Hitler for his attitude toward migrants.;https://www.reuters.com/article/us-usa-mexico/marriage-of-convenience-what-mexicos-leftist-leader-gets-out-of-trump-idUSKBN2482KW;Reuters;vaccine;;Non-biased;Entirely factual;[]
When two sadists in uniform shoved an elderly man to the ground for the crime of approaching them, causing him a critical head injury, their fellow cops made no attempt to help the victim. ;https://www.alternet.org/2020/06/law-and-order-is-a-debased-concept-used-to-cover-up-right-wing-crime-and-depravity-heres-why/;Alternet;black lives matter;left;Biased;Somewhat factual but also opinionated;['sadists']
When U.S. schools begin the next academic year with the country still fighting the coronavirus pandemic, students should spend half their time in classrooms and half doing online activities that pinpoint their individual learning style such as videos or reading.;https://www.reuters.com/article/us-health-coronavirus-usa-school/u-s-teens-envision-fall-school-reopening-during-covid-19-pandemic-idUSKBN24020K;Reuters;vaccine;;Non-biased;Entirely factual;[]
Whether it is due to gaffes, his inability to complete some sentences, or lack of knowledge on a subject, Biden has proven that interviews are not for him and the media has covered accordingly.;https://thefederalist.com/2020/09/04/50-questions-no-reporter-dare-asks-joe-biden-and-his-campaign/;Federalist;vaccine;;Biased;Expresses writer’s opinion;['gaffes', 'inability']
Whether you find Trump’s buffoonery utterly disgraceful or a sign of authenticity may mark our central political divide today.;https://feeds.feedblitz.com/~/614864598/0/alternet_all~Donald-Trump-and-the-%e2%80%99embarrassment-gap%e2%80%99-in-American-politics/;Alternet;taxes;left;Biased;Somewhat factual but also opinionated;['buffoonery']
Which is why Republicans like McConnell complaining about federal entitlements is so laughable. ;https://feeds.feedblitz.com/~/622383620/0/alternet_all~Mitch-McConnell%e2%80%99s-true-colors-may-finally-sink-him/;Alternet;taxes;left;Biased;Expresses writer’s opinion;['laughable']
While a number of transgender advocates and LGBTQ health experts applauded P&G’s decision to redesign the Always packaging by removing the female signs, the company’s announcement sparked criticism online, including a bounty of transphobic commentary.;https://www.nbcnews.com/feature/nbc-out/always-remove-female-symbol-sanitary-products-packaging-n1069721;MSNBC;gender;left;Biased;Entirely factual;[]
While Americans still cling to sexist gender roles at home, overwhelming majorities believe that sex discrimination in public spaces should be illegal.;https://www.alternet.org/2019/04/republicans-want-to-make-sex-discrimination-legal-and-theyre-moving-fast/;Alternet;gender;left;Biased;Somewhat factual but also opinionated;['cling']
While Barr and Republican President Donald Trump have focused blame on Antifa, a loosely organized anti-fascist movement, federal prosecutors in Las Vegas on Wednesday charged three members of the far-right “Boogaloo” movement with planning to cause violence and destruction during protests.;https://www.reuters.com/article/us-minneapolis-police-barr/attorney-general-barr-says-foreign-groups-extremists-stoking-divisions-in-us-protests-idUSKBN23B2GI;Reuters;blm;;Non-biased;Entirely factual;[]
While Brazil has taken the lead in a direct attack on the Amazon, with Bolsonaro adding a racial element to his attack on indigenous people, the pressure to open the Amazonian forests to agriculture, logging and mining is not just limited to Brazil. ;https://www.alternet.org/2019/09/white-nationalism-and-crony-capitalism-are-the-sparks-that-started-fires-in-the-amazon/;Alternet;white-nationalism;left;Non-biased;Entirely factual;[]
While conservatives may find comfort in the old saw that those who aren’t liberal at 20 have no heart, and those who aren’t conservative at 40 have no brain, the truth, as Levin knows, is that those who are statists at 20 usually end up statists at 40. And he’s not content to allow time to take its uncertain political toll. ;https://www.breitbart.com/the-media/2015/07/31/mark-levins-plunder-and-deceit-takes-fight-to-millenial-generation/;Breitbart;student-debt;right;Non-biased;Expresses writer’s opinion;[]
While corporate media, hypocritical politicians, and others labeled anyone in favor of reopening the economy, getting kids back in school, and even gathering for holidays a “grandma-killer,” one “expert in ethics and health policy” in the New York Times says that vaccinating elderly people first is racist.;https://thefederalist.com/2020/12/18/expert-in-nyt-old-people-shouldnt-get-covid-vaccine-first-because-they-are-white/;Federalist;vaccine;;Biased;Somewhat factual but also opinionated;['hypocritical']
While Democrat presidential hopefuls aim to weaponize the tax cuts, Elaine Parker, chief communications officer of Job Creators Network (JCN), told Breitbart News in an exclusive interview in January that it is precisely what will assist Trump in making his case to the American people.;https://www.breitbart.com/politics/2020/02/20/amy-klobuchar-implies-trump-tax-cuts-didnt-really-help-middle-class/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;middle-class;right;Non-biased;Somewhat factual but also opinionated;['weaponize']
While Democrats were busy diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...;https://www.breitbart.com/politics/2020/03/13/pollak-democrats-pushed-impeachment-while-coronavirus-spread/;Breitbart;coronavirus;right;Biased;Expresses writer’s opinion;['pointless']
While Democrats were diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...;https://www.breitbart.com/politics/2020/03/13/pollak-democrats-pushed-impeachment-while-coronavirus-spread/;Breitbart;coronavirus;right;Biased;Expresses writer’s opinion;['pointless']
While Democrats were persistent in their questioning, the hearing retained a respectful tone and Barrett remained even-tempered while nimbly sidestepping questions on her views on abortion, LGBT rights, gun control and voting rights.;https://www.reuters.com/article/us-usa-court-barrett/trumps-supreme-court-nominee-faces-questions-from-senators-in-day-two-of-hearing-idUSKBN26Y1AJ;Reuters;gun control;center;Non-biased;Somewhat factual but also opinionated;['nimbly']
While each sport has its own rules with regards to religious headwear, Muslim women who compete while wearing a hijab have faced a litany of obstacles.;https://www.huffpost.com/entry/muslim-teen-disqualified-hijab-race_n_5db1b8eae4b0d5b789475647;HuffPost;sport;left;Non-biased;Entirely factual;[]
While emphasizing he’s not singling out either party, Cohen warned about the danger of normalizing white supremacist ideology.;https://eu.usatoday.com/story/news/nation/2020/02/14/white-supremacy-propaganda-increasing-mainstream-violence/4755150002/;USA Today;white-nationalism;center;Non-biased;Entirely factual;[]
While falling short of calling half the nation “deplorable” as former Secretary of State Hillary Clinton did in 2016, the comments echo a deep disdain for a large population of the country increasingly perpetuated by left-wing elites in the wake of the George Floyd protests characterizing the U.S. as irredeemably racist.;https://thefederalist.com/2020/06/05/biden-says-10-to-15-percent-of-americans-are-not-very-good-people/;Federalist;elections-2020;right;Biased;No agreement;['disdain']
While health experts say a vaccine to prevent infection is needed to return life to normal, the survey points to a potential trust issue for the Trump administration already under fire for its often contradictory safety guidance during the pandemic.;https://www.reuters.com/article/us-health-coronavirus-vaccine-poll-exclu/exclusive-a-quarter-of-americans-are-hesitant-about-a-coronavirus-vaccine-reuters-ipsos-poll-idUSKBN22X19G;Reuters;vaccines;center;Biased;Somewhat factual but also opinionated;['contradictory', 'under', 'fire']
While his supporters have included many strains of nationalism and populism, he did run as a Republican, and this will hopefully work in his favor. Many Americans are hopeful, excited, and looking forward to a Trump presidency. Here are some of the reasons why.;https://thefederalist.com/2016/11/11/4-reasons-look-forward-trump-presidency/;Federalist;trump-presidency;right;Non-biased;Expresses writer’s opinion;[]
While it’s perfectly evident that Trump does have racist supporters (which he is suspiciously reluctant to condemn), many contend that Trumpism is itself not racist, but merely a justified reaction to the Left’s racial patronage.;https://thefederalist.com/2016/08/29/white-pride-creepy-black-pride-isnt/;Federalist;white-nationalism;right;Biased;Somewhat factual but also opinionated;['perfectly', 'suspiciously', 'reluctant', 'Trumpism', 'patronage']
While Lecturing Americans On Racism, Big Business Opposes Ban On Using Foreign Slave Labor;https://thefederalist.com/2020/12/02/while-lecturing-americans-on-racism-big-business-opposes-ban-on-using-foreign-slave-labor/;Federalist;islam;;Biased;Somewhat factual but also opinionated;[]
While low unemployment and steadily — if slowly — rising wages have improved the fortunes of lower-income Americans, these gains pale in comparison to the investment gains realized by the wealthy few.;https://www.nbcnews.com/business/economy/trump-says-american-worker-top-priority-economists-are-skeptical-n1119386?cid=public-rss_20200121;MSNBC;middle-class;left;Non-biased;Somewhat factual but also opinionated;[]
While many things were certain to change, the president felt sure that one element of continuity would persist: the United States would determine history’s onward course.;https://www.alternet.org/2020/01/age-of-illusions-the-cold-war-ended-but-the-u-s-failed-on-its-promises-of-a-new-dawn/;Alternet;islam;;Non-biased;No agreement;[]
While many women, and the men who love them, are well aware that, spurred on by the Vatican, United States Conference of Catholic Bishops (USCCB) and the so-called personhood movement, Republicans are working feverishly to eradicate women’s reproductive rights.;https://www.alternet.org/2019/01/judge-blocks-trumps-evangelical-assault-on-women-in-13-states/;Alternet;gender;left;Biased;Somewhat factual but also opinionated;['feverishly', 'eradicate']
While most national attention has been focused on massive demonstrations and violent clashes with police in the United States’ biggest cities like New York and Los Angeles, hundreds of spontaneous demonstrations have popped up in little towns and rural areas across the nation in recent days.;https://www.reuters.com/article/uk-minneapolis-police-protests-rural-idUKKBN23C2EM;Reuters;blm;;Non-biased;Entirely factual;[]
While no one is praising Trump as a thought leader in the way Limbaugh has been, he’s undeniably made conservative ideas tangible for average Americans.;https://thefederalist.com/2020/02/07/4-ways-donald-trump-owes-his-presidency-to-rush-limbaugh/;Federalist;trump-presidency;right;Biased;Expresses writer’s opinion;['undeniably']
While NYC has largely tamed the lethal and highly contagious coronavirus, another epidemic is starting to rear its ugly head in the city once again — violent crimes.;http://feedproxy.google.com/~r/breitbart/~3/5eqN1LTUW0s/;Breitbart;gun control;right;Biased;Somewhat factual but also opinionated;['ugly', 'largely', 'highly']
While Omar is in no danger of being held accountable for her extremism, her ascent to rock-star status among Democrats and their media cheering section gives the lie to their claims to be standing up against hate and antisemitism.;https://thefederalist.com/2020/09/28/democrats-overlook-ilhan-omars-ignorance-and-hate-because-shes-a-black-muslim-immigrant/;Federalist;islam;;Biased;Expresses writer’s opinion;['extremism', 'lie']
While opportunity zone program that offers tax breaks to investors who put money into specially designated areas was pitched as a way to help struggling neighborhoods, ProPublica and others have documented how the process has appeared to benefit billionaires with investments in areas that should not have qualified.;https://www.alternet.org/2020/01/treasury-department-inspector-general-opens-probe-into-abuse-of-the-trump-tax-cut-law/;Alternet;middle-class;left;Non-biased;No agreement;[]
While Pace receives her spiritual grace from a Christian God, science has shown that faith in a supernatural wonder, whatever it may be, that bears powerful benefits on an individual’s mental and even physical well-being.;https://thefederalist.com/2020/05/29/coronavirus-got-you-down-have-faith/;Federalist;coronavirus;right;Non-biased;No agreement;[]
While Pence and the president have tried to paint a rosier picture of the virus and project a return to normalcy, some members of the task force are eager to resume appearances from White House grounds;https://www.nbcnews.com/politics/2020-election/top-members-coronavirus-task-force-advised-against-trump-s-tulsa-n1231585;MSNBC;coronavirus;left;Biased;Expresses writer’s opinion;['rosier']
While President Donald Trump’s impeachment trial had been wrapping up, he expanded one of his most controversial and inflammatory policies with little fanfare and minimal opposition: the travel ban on people from multiple Muslim-majority countries.;https://www.alternet.org/2020/02/conservative-magazine-denounces-trumps-cruel-expansion-of-his-muslim-ban/;Alternet;immigration;left;Biased;Somewhat factual but also opinionated;['fanfare', 'inflammatory']
While President Trump visited the southern border Thursday, Democratic darling Beto O’Rourke visited the dentist — posting a bizarre video showing him getting a mouth-wide-open cleaning in order to highlight the story of his dental hygienist’s upbringing in El Paso.;https://www.foxnews.com/politics/beto-orourke-posts-video-of-him-at-the-dentist-to-highlight-life-on-the-border;Fox News;immigration;right;Biased;Somewhat factual but also opinionated;['darling', 'bizarre']
While riots raged across the United States over Floyd’s death, editors on Wikipedia promptly set out to spin the narrative of the unrest against Trump.;http://feedproxy.google.com/~r/breitbart/~3/JEzbJwSAFXk/;Breitbart;black lives matter;right;Biased;Entirely factual;['the']
While sexual ambiguity does occasionally occur, the authors note, “intersex individuals are extremely rare, and they are neither a third sex nor proof that sex is a ‘spectrum’ or a ‘social construct.’”;https://www.breitbart.com/science/2020/02/14/wsj-no-sex-spectrum-beyond-male-and-female/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;gender;right;Biased;Expresses writer’s opinion;[]
While Snapchat is happy to blame President Trump — who is working to restore order — for the ongoing violence, it has not said anything about support for the domestic terrorist Antifa movement on its platform.;http://feedproxy.google.com/~r/breitbart/~3/9bp10L8UfZo/;Breitbart;marriage-equality;;Biased;Somewhat factual but also opinionated;['happy', 'to', 'blame', 'terrorist', 'Antifa']
While the announcement identifies cases of alleged police misconduct, it does not mention violence accompanying the protests over Floyd’s death that the Foundation is now backing.;http://feedproxy.google.com/~r/breitbart/~3/XEMXt8AIIJ0/;Breitbart;marriage-equality;;Biased;No agreement;['misconduct']
While the major baseball leagues won’t be affected much by tariffs on Chinese imports, everyone from Double A players down through the office softball team will be.;https://www.alternet.org/2019/09/everything-you-need-to-play-baseball-is-made-in-china-and-getting-hit-by-trumps-tariffs/;Alternet;sport;left;Non-biased;Entirely factual;[]
While the majority of Americans seem to accept scientific information about the deadly coronavirus and are wary of reopening the country before we can be sure it’s safe, one segment of the population is driving the opposite narrative. This group is small but vocal, and represents a predictable if threatening merging of forces.;https://www.nbcnews.com/think/opinion/coronavirus-vaccine-quarantine-protesters-america-form-unholy-covid-19-alliance-ncna1207796;MSNBC;vaccines;left;Non-biased;Expresses writer’s opinion;[]
While the mayor has severely curtailed religious practice in the city, he has defended the rights of citizens to form huge gatherings to protest, even violently, and obviously without social distancing or masks (except perhaps antifa masks).;http://feedproxy.google.com/~r/breitbart/~3/thuqHXxF1kU/;Breitbart;marriage-equality;;Biased;Somewhat factual but also opinionated;['violently', 'antifa', 'masks']
While the overwhelming majority of Americans choose to have their children vaccinated, the number of children who go completely unvaccinated is rising.;https://www.nbcnews.com/health/kids-health/measles-outbreak-how-doctors-can-change-anti-vaccine-minds-n991491;MSNBC;vaccines;left;Non-biased;Entirely factual;[]
While the piece fairly analyzes the fracturing of the white nationalist movement, it makes the bizarre claim that ideas that are widely popular amongst mainstream conservatives, such as ending affirmative action, are actually white nationalist in origin.;https://www.breitbart.com/tech/2018/08/15/nyt-ending-affirmative-action-is-a-white-nationalist-position/;Breitbart;white-nationalism;right;Biased;Expresses writer’s opinion;['bizarre', 'claim']
While the press had no problem regurgitating the propaganda Ben Rhodes created in the D.C. echo chamber to sell President Obama’s 2015 disastrous Iran deal, with Trump corporate media has opted to limit coverage of Iran’s horrific human rights abuses.;https://thefederalist.com/2020/08/17/7-big-stories-corporate-media-is-ignoring-because-the-truth-might-help-trump/;Federalist;vaccine;;Biased;Somewhat factual but also opinionated;['propaganda', 'disastrous', 'horrific', 'abuses', 'echo', 'chamber', 'sell']
While the stupid Democrats who vote for Democrats stress and worry  about another round of looting and burning this weekend in their Democrat-run cities, all I’m worried about is the weather.;http://feedproxy.google.com/~r/breitbart/~3/YaviWLjzQww/;Breitbart;marriage-equality;;Biased;Expresses writer’s opinion;['stupid']
While the threat of anti-trans bills being passed into law is real and present, all such legislation will almost certainly be challenged in the courts immediately upon passing or before it can be fully implemented.;http://feedproxy.google.com/~r/thedailybeast/articles/~3/6_6d_znMtEc/these-states-want-to-stop-transgender-high-school-students-playing-sports;Daily Beast;marriage-equality;;Biased;Somewhat factual but also opinionated;['threat']
While the workaday majority of Americans continue to be mired in our low-wage economy, the precious few at the tippy top soared out of sight in 2019.;https://www.alternet.org/2020/01/here-are-the-dirty-secrets-of-how-the-rich-become-the-uber-rich/;Alternet;middle-class;left;Biased;Somewhat factual but also opinionated;['tippy']
While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance, the important thing to remember is that Venezuela under its new constitution has become a disaster zone.;https://www.breitbart.com/politics/2019/10/19/steve-milloy-did-hugo-chavez-write-the-green-new-deal/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;environment;right;Biased;Somewhat factual but also opinionated;['disaster', 'zone']
While Trump has stopped short of invoking the 1807 act to use the military to enforce laws domestically, he’s kept the option open, fomenting further unrest and division. Rather than staging photo opportunities while awkwardly holding a Bible in Lafayette Square, Trump would have issued a formal proclamation calling on the insurgents to disperse if he’s serious about the application of the Insurrection Act.;https://www.alternet.org/2020/06/trumps-threat-to-use-the-insurrection-act-against-protesters-is-an-abuse-of-power/;Alternet;trump-presidency;left;Biased;Expresses writer’s opinion;['awkwardly']
While, in the wake of the El Paso murders, the media and most of our politicians are acting shocked that there are armed racists in America who are trying to terrify people of color, the reality is that it’s pretty much always been that way here in the United States.;https://www.alternet.org/2019/08/the-latest-massacre-shows-the-dark-purpose-behind-second-amendment-is-still-being-fulfilled/;Alternet;gun-control;left;Biased;Expresses writer’s opinion;[]
